sample	acc	study	study_title	contact_name	contact_email	country	site	collection_date	sample_prep	bases	bases_mapped	bases_duplicated	avg_read_length	mean_base_quality	bases_of_1X_coverage	bases_of_5X_coverage	bases_of_10X_coverage	bases_of_50X_coverage	mean_coverage	mean_fragment_size	sd_fragment_size	%callable
PH0895-C	ERS174483	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			497549346	459350846	22179445	99	25.6	23040206	21841722	18839883	288882	19.93	240.9	81.1	85.55
PH0896-C	ERS174511	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			961309768	916600868	44892472	99	25.4	23121060	22779200	22024728	6321550	39.2	236.1	83.1	89.55
PH0898-C	ERS174575	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			2779554487	2733380287	131040853	99	25.6	23202772	23082439	22924559	19778663	116.74	228.6	76.2	90.43
PH0899-C	ERS174512	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1136834134	1092800534	54354662	99	25.2	23139265	22839417	22201783	10705070	46.84	244.2	91.5	89.67
PH0900-C	ERS174576	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1314068251	1226866351	57346359	99	25.3	23141497	22790566	22067563	12391821	52.49	246.1	82.1	89.3
PH0901-C	ERS174484	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			640377370	558580170	27280948	99	25.2	23103229	22128316	19749498	527884	24.13	239.7	79.9	86.51
PH0902-C	ERS174485	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			593327567	526782867	26952624	99	25	23058574	22194525	19799832	479300	22.82	237	81	86.82
PH0903-C	ERS174486	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1014553608	920025408	45106874	99	25.4	23212656	22899897	22326464	6108795	39.52	224.2	79.4	89.86
PH0904-C	ERS174487	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			403969700	353139900	17895549	99	25.3	22995608	21433210	17181171	188589	15.33	236.5	79	83.58
PH0905-C	ERS174488	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			990080417	915623317	43019381	99	25.4	23237074	22970872	22324645	6343484	39.26	244.2	80.3	89.89
PH0906-C	ERS174489	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			650669699	567234499	28952567	99	25.2	23181843	22472347	20459391	546474	24.41	242	83.2	87.86
PH0907-C	ERS174577	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			955975035	870770135	42005983	99	25.2	23105522	22614920	21545168	5466136	37.62	233	79.7	88.66
PH0908-C	ERS174578	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1234129066	1157877966	52962112	99	25.2	23132726	22770893	21997782	11337798	48.79	243.4	85.3	89.24
PH0909-C	ERS174490	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			314470153	257174753	13156745	99	25.4	22826047	19619826	12953902	80678	11.24	244	88.8	75.89
PH0910-C	ERS174491	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			402313965	331972765	18870322	99	24.3	22967429	20676714	15606266	266761	14.42	247.8	89.5	79.49
PH0911-Cx	ERS336382	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			341944923	289347823	16338603	99	24.3	22182789	16731499	11005134	293187	12.41	265.1	289.8	63.69
PH0912-C	ERS174492	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			833213960	780268760	37490295	99	25.5	23108999	22679700	21686836	2731693	33.69	239.7	81.5	89.16
PH0915-C	ERS174579	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			2020315814	1962539414	92598553	99	24.9	23173166	23019959	22799079	17412211	83.73	244.6	90.1	90.19
PH0916-C	ERS174580	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			2042683705	1952614905	96950202	99	24.4	23244828	23091117	22791741	16959822	82.96	238.8	81.7	90.36
PH0917-Cx	ERS336365	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pursat			3835682039	3694299739	227026784	99	25.5	23243746	22953166	22488033	17537447	151.05	254.2	256.5	89.52
PH0918-Cx	ERS336359	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pursat			1159269869	1101317169	436806549	99	28	22327255	17503432	12487717	1599689	19.29	310.8	565.9	67.24
PH0919-C	ERS193641	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pursat	29/08/2012		674569728	625381228	31009509	99	25.2	23222808	22848395	21997354	493498	26.89	222.9	74.3	89.86
PH0920-Cx	ERS336377	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pursat			1233427656	1207560156	359595188	99	28.2	22600261	19611687	16148506	3058144	27.72	300.3	522.1	76.7
PH0921-C	ERS193646	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear	17/08/2012		247076493	195250793	11615951	99	24.5	22858651	18466147	7511034	38639	8.52	229.1	83.5	69.47
PH0923-Cx	ERS336383	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear			420262455	405277555	22344921	99	26.5	21653830	16674999	12311396	1160773	17.01	258.4	307.9	65.25
PH0924-C	ERS193651	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear	21/08/2012		748953508	601447408	35705280	99	24.9	23102176	22696063	21631293	575225	25.48	232.3	86.1	89.02
PH0925-C	ERS193656	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear	26/08/2012		2237947578	2114174478	113596093	99	25.4	23191017	23067084	22952744	20597924	89.87	232.2	84.5	90.33
PH0926-C	ERS193661	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear	30/08/2012		823588279	709876079	37235847	99	25.3	23119697	22817857	22234063	835618	30.2	231.6	78.9	89.76
PH0927-C	ERS193666	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear	30/08/2012		1678078481	1635489881	74580260	99	25.6	23169363	23026346	22875759	18055466	70.03	236.3	81	90.39
PH0928-C	ERS193671	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear	01/09/2012		1704553225	1608287125	83532796	99	25.5	23110707	22944542	22784106	17639543	69.03	238	81.9	89.97
PH0929-C	ERS193676	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear	03/09/2012		483700944	422968244	21443838	99	25.2	23046177	22377884	20128646	193968	18.32	230.8	81.1	88.12
PH0930-Cx	ERS336395	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear			546951990	486067990	87567339	99	27.3	21630965	14625768	8644222	735036	12.66	297.6	510.2	55.51
PH0931-C	ERS193622	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear	09/09/2012		2286094147	2243608647	109386416	99	25.6	23226410	23054144	22921059	20273266	95.21	237.4	84.5	90.2
PH0932-C	ERS193627	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear	16/09/2012		745296430	682409230	33474978	99	25.8	23143961	22697092	21721867	886588	29.06	244	89.6	89.14
PH0933-C	ERS193632	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri	16/08/2012		1820824033	1780064933	84818629	99	25.8	23152925	23001530	22843967	18399121	75.82	232.8	82.8	90.14
PH0935-C	ERS193637	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri	23/08/2012		2772356411	2595431011	148693019	98	24.8	23275803	23198419	23086711	20538054	109.68	238.8	85.2	90.55
PH0936-C	ERS193642	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri	09/09/2012		615623906	562246406	27507008	98	25.5	23106132	22596219	21156607	373765	23.86	238.7	86.8	88.69
PH0937-C	ERS193647	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri	11/09/2012		545262818	469900318	24187597	99	25.3	23117224	22412201	20268595	259844	20.28	238	81.5	87.61
PH0938-C	ERS193652	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri	12/09/2012		391796506	329675806	19490761	99	24.9	23168166	21289309	16388139	121474	14.2	236.1	81.1	81.76
PH0939-C	ERS193657	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri	13/09/2012		511322118	448596918	23097836	99	25.6	23058163	22172300	19734523	170504	19.35	240.5	88.9	87.23
PH0940-Cx	ERS336371	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			488077173	418541373	54684131	99	26.3	21980576	15760546	10015179	446663	12.35	297	496	59.81
PH0941-C	ERS193662	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri	13/09/2012		404707104	344157204	18275210	99	25.1	23182672	21780111	17378400	109918	14.81	244.1	94.8	84.43
PH0942-Cx	ERS336393	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			272893700	212438300	10693766	99	25.1	21613703	14979214	8983541	83633	9.82	252.1	144.2	57.57
PH0976-C	ERS224907	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear	18/09/2012		507413057	406571757	26852911	99	25.5	23076545	22213345	19903032	121423	17.55	219.8	76.9	87.35
PH0979-C	ERS224912	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear	21/09/2012		3430065597	3371170897	175390369	99	25.9	23191510	23092190	23001368	21958286	143.95	240.8	81.2	90.38
PH0980-C	ERS224917	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear	24/09/2012		464184205	380022205	22675599	99	25.3	23025255	21938594	18792900	116357	16.45	222.4	77.8	86.01
PH0981-C	ERS224922	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear	25/09/2012		385980725	290457925	18963479	99	24.8	22981974	21144163	15302129	104207	12.58	225.6	80.5	81.64
PH0982-C	ERS224868	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear	26/09/2012		687529586	576169386	34737847	99	25	23117878	22525921	21110906	457693	24.85	235.3	82.5	88.3
PH0983-C	ERS224873	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear	27/09/2012		752883092	641890092	36636486	99	25.3	23101705	22710964	21969148	475737	27.36	231.4	83.2	89.39
PH0984-C	ERS224878	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear	29/09/2012		2547636502	2469985102	151107544	99	25.7	23158659	23008280	22882867	21123917	105.58	227.4	81	90.29
PH0985-C	ERS224883	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear	01/10/2012		2460860044	2375471544	138265271	99	25.2	23171599	23050407	22940260	21033276	101.66	228.8	78.8	90.26
PH0986-C	ERS199592	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			2139871143	2086821143	106756859	98	25.3	23186293	23077204	22974155	20051424	88.97	282.9	84.3	90.25
PH0987-C	ERS199597	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1018853057	950087257	50738670	98	24.3	23157767	22961073	22551973	5815201	40.51	276.9	82.6	89.81
PH0989-C	ERS199602	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1653521406	1474768706	84460561	98	24.3	23175328	23005011	22748839	15045523	62.71	279.6	86.5	89.74
PH0990-C	ERS199607	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1644211330	1452884730	79520297	99	25.1	23161893	22994314	22800038	16014989	62.2	265.5	75.8	90
PH0991-C	ERS199612	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			616069644	529648444	29136050	98	24.2	23100247	22638619	21202517	517497	22.89	265.8	78.3	88.65
PH0994-C	ERS199617	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1269144925	1198707225	60027551	98	25	23184525	23020331	22746430	12049047	51.26	276.3	79.5	90.09
PH0996-C	ERS199622	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			484672509	396755009	18984159	99	25	23081788	22133442	19064899	187245	17.16	281.2	72.2	86.54
PH0997-C	ERS199627	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1086991616	995326116	48706964	99	25.4	23163036	22822105	22020155	8949345	42.89	279.6	84.1	89.27
PH0999-C	ERS199632	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			507933702	435462702	22030031	99	25	23104455	22321583	19655284	285634	18.82	289.2	92.2	87.15
PH1000-C	ERS224914	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1380382813	1272059813	65333739	99	25.2	23167169	22983203	22800866	14275853	54.43	230	80.4	90.16
PH1001-C	ERS224869	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			2628236892	2531520492	126274529	99	25.3	23178066	23044197	22937141	21596150	108.22	235.7	84.7	90.28
PH1002-C	ERS199637	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1000850304	892804704	44491535	99	25.2	23126519	22872935	22459841	4362001	38.51	267.9	74	89.92
PH1003-C	ERS224889	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			887353502	788016302	42901544	98	24.5	23169790	22894410	22399790	1799582	33.63	227.8	81.9	89.78
PH1007-C	ERS224875	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear	26/10/2012		306760187	209518487	14395220	99	24.9	22981494	19634213	9098340	43985	9.07	228.1	84.5	74.31
PH1136-C	ERS347470	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin	30/06/2011		575181723	428902123	19533809	99	24.5	22875328	20571462	16945498	306694	18.63	233.2	87.8	79.68
PH1137-C	ERS347478	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin	01/12/2011		676419507	525705807	21663324	99	24.5	22895777	20582765	17444462	621177	22.93	279.3	86.2	79.54
PH1138-C	ERS347486	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin	16/12/2011		302456576	204788476	9920478	99	24.4	21597556	15504588	9589794	94969	9.45	258.8	72.3	59.36
PM0001-C	"ERS010381,ERS010382"	1001	Developing the P. falciparum Community Project with partners in Mali	Abdoulaye Djimde	adjimde@icermali.org	Mali	Kolle			1744336080	1583784900	102004379	36	25.3	22641331	20693931	18724307	11591103	69.17	168.5	75.5	79.21
PM0002-C	"ERS010383,ERS010384"	1001	Developing the P. falciparum Community Project with partners in Mali	Abdoulaye Djimde	adjimde@icermali.org	Mali	Kolle			529136784	443899656	16179682	36	25	20171966	14788704	11693290	2175588	21.98	168	50.5	55.97
PM0003-C	"ERS010385,ERS010386"	1001	Developing the P. falciparum Community Project with partners in Mali	Abdoulaye Djimde	adjimde@icermali.org	Mali	Kolle			1457528642	1302910748	74350462	37	25.1	22366500	19933171	17726227	10202017	57.38	160.4	45.6	76.62
PM0004-C	ERS010612	1001	Developing the P. falciparum Community Project with partners in Mali	Abdoulaye Djimde	adjimde@icermali.org	Mali	Kolle			739384870	508018222	88811319	75	23.7	22513802	19557679	16271914	1573219	22.52	226.6	65.9	72.66
PM0005-C	"ERS010387,ERS010388"	1001	Developing the P. falciparum Community Project with partners in Mali	Abdoulaye Djimde	adjimde@icermali.org	Mali	Kolle			1038463272	835168032	71376119	36	23.7	21376995	17106149	14457396	6056745	38.59	155	49.5	63.88
PM0006-C	"ERS010304,ERS010510,ERS010607"	1001	Developing the P. falciparum Community Project with partners in Mali	Abdoulaye Djimde	adjimde@icermali.org	Mali	Kolle			5632905448	4866480256	903409740	75	22	23070646	21794640	20542557	15972252	199.33	377.7	84.1	79.27
PM0007-C	"ERS010302,ERS010417"	1001	Developing the P. falciparum Community Project with partners in Mali	Abdoulaye Djimde	adjimde@icermali.org	Mali	Kolle			1818625258	1235126489	234780301	37	23.1	19541927	15458161	13228426	6686496	60.96	148.3	55.3	57.6
PM0008-C	"ERS010303,ERS010418"	1001	Developing the P. falciparum Community Project with partners in Mali	Abdoulaye Djimde	adjimde@icermali.org	Mali	Faladje			1886193622	1479268991	358161219	37	23.7	17931283	13818815	11921763	6827576	76.49	170.5	42.9	51.54
PM0009-C	"ERS010306,ERS010419"	1001	Developing the P. falciparum Community Project with partners in Mali	Abdoulaye Djimde	adjimde@icermali.org	Mali	Faladje			4131391352	3296695744	822946828	36	24.7	22635157	20860132	19075057	12946877	126.36	252.3	77.3	78.33
PM0014-C	ERS010305	1001	Developing the P. falciparum Community Project with partners in Mali	Abdoulaye Djimde	adjimde@icermali.org	Mali	Faladje			2606075418	2247885036	537081162	36	25.3	22989738	21992294	20737359	13426078	94.34	282.1	120.5	83.94
PM0015-C	ERS010185	1001	Developing the P. falciparum Community Project with partners in Mali	Abdoulaye Djimde	adjimde@icermali.org	Mali	Faladje			647760617	503225675	33635803	53	21.9	20846055	15068509	11596481	2157221	23.89	273.4	126.7	55.83
PM0017-C	ERS010613	1001	Developing the P. falciparum Community Project with partners in Mali	Abdoulaye Djimde	adjimde@icermali.org	Mali	Faladje			2505916133	2195282017	379551333	75	24.5	22131359	19595004	17900999	13103766	97.49	245.2	47.8	74.7
PM0018-C	ERS010474	1001	Developing the P. falciparum Community Project with partners in Mali	Abdoulaye Djimde	adjimde@icermali.org	Mali	Faladje			635216919	436185537	49305161	63	19.8	19765669	11424752	7826639	1982256	21.65	442.4	841.4	35.99
PM0019-C	ERS010562	1001	Developing the P. falciparum Community Project with partners in Mali	Abdoulaye Djimde	adjimde@icermali.org	Mali	Faladje			1017036537	536497429	80509063	75	18.8	17742954	11132785	7812866	2272186	28.27	501.1	1029.6	32.07
PM0020-C	ERS010563	1001	Developing the P. falciparum Community Project with partners in Mali	Abdoulaye Djimde	adjimde@icermali.org	Mali	Faladje			2734758155	2256979519	191950017	75	23.2	23212538	23115675	23052803	21030024	95.72	271.4	58.1	88.48
PM0021-C	ERS010614	1001	Developing the P. falciparum Community Project with partners in Mali	Abdoulaye Djimde	adjimde@icermali.org	Mali	Faladje			1537922131	997637143	80080412	75	21.1	23029476	22166298	20800223	7258890	43.13	234	47.1	85.03
PM0022-C	"ERS010389,ERS010390"	1001	Developing the P. falciparum Community Project with partners in Mali	Abdoulaye Djimde	adjimde@icermali.org	Mali	Faladje			1256446000	1125607932	73628256	37	25.5	21676206	18476313	16257683	8697531	51.38	176.6	48.5	70.77
PM0023-C	"ERS010391,ERS010392"	1001	Developing the P. falciparum Community Project with partners in Mali	Abdoulaye Djimde	adjimde@icermali.org	Mali	Faladje			791435160	656833104	38640611	36	24.5	22367544	19387587	16498979	3653272	29.19	177.6	44.1	73.62
